Iteration	Posterior	Likelihood	Prior	age_extant	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	turnover
186500	-615.391	-508.4026	-106.9884	21.67585	0.05067268	0.1438332	0.06509379	0.02220321	4	22.00467	0.208927	17.7642	6.1979	7.59541	7.96291	14.5182	0.3115624
187000	-617.0081	-508.7851	-108.223	25.36564	0.05219103	0.1071266	0.1637372	0.0390447	2	26.79733	0.2708638	16.7941	7.56935	6.39246	9.53101	20.0605	0.6045001
187500	-609.2371	-500.1752	-109.0619	24.95429	0.0361514	0.003897649	0.1585523	0.02082604	4	26.38278	0.16245	16.7944	7.90859	7.69535	9.30703	17.8497	0.9760071
188000	-613.0596	-506.6465	-106.4131	24.40755	0.0369665	0.1219321	0.02553784	0.0539372	4	28.2481	0.1474699	16.3723	13.2774	7.90107	8.96174	20.1942	0.1731732
188500	-613.557	-500.2131	-113.3439	27.56143	0.03122693	0.0368861	0.1483112	0.02988095	4	28.89623	0.1851973	16.8814	5.52405	6.15595	9.604	13.8751	0.8008281
189000	-607.3127	-501.3512	-105.9615	23.46277	0.04952519	0.05161636	0.0920221	0.0260633	3	27.47345	0.1436385	18.5427	12.4499	12.4234	7.9073	15.9001	0.6406508
189500	-608.3136	-502.7691	-105.5445	24.28048	0.05603739	0.1062167	0.1847211	0.05807369	4	26.82501	0.2909378	16.6818	13.6307	12.4211	8.94929	14.0843	0.634916
190000	-616.9178	-507.008	-109.9098	27.24449	0.0373417	0.05848586	0.04109479	0.05714968	4	29.55286	0.09958065	19.1842	8.31556	9.72892	10.1746	14.6094	0.4126785
190500	-610.8298	-503.2582	-107.5717	24.4804	0.03636714	0.08262078	0.04127247	0.04622774	4	25.69224	0.1238932	18.4652	14.7535	13.7515	10.4313	13.4521	0.3331293
191000	-604.4811	-498.6449	-105.8362	21.71453	0.04144169	0.07595964	0.08472381	0.01510869	4	25.61714	0.1606835	18.5202	13.0157	10.8343	8.77997	15.1746	0.5272715
191500	-612.1125	-505.3598	-106.7527	25.3687	0.03449548	0.0858378	0.08106891	0.01496539	4	25.43468	0.1669067	20.4055	10.0458	10.0203	9.29359	15.548	0.4857139
192000	-612.9011	-503.7984	-109.1027	24.43602	0.04821663	0.1484359	0.07117978	0.07838425	4	29.34403	0.2196157	17.2546	15.8295	13.8116	10.8771	13.923	0.3241106
192500	-617.6453	-508.7335	-108.9118	24.45081	0.04670196	0.06078399	0.1296841	0.01191233	3	28.05399	0.1904681	18.7308	10.7891	10.618	9.34804	20.8436	0.6808705
193000	-606.7632	-502.8856	-103.8776	22.63278	0.06492909	0.09709961	0.1124814	0.03541368	3	28.47258	0.209581	16.2395	8.26491	8.41983	7.27212	14.511	0.5366965
193500	-612.8809	-501.402	-111.4789	27.43452	0.03326449	0.0476513	0.06878948	0.01627972	4	28.76415	0.1164408	16.3141	6.09236	6.06204	9.56873	21.218	0.590768
194000	-613.5643	-504.0213	-109.543	27.16055	0.0493149	0.01039626	0.153113	0.03442542	3	27.24728	0.1635093	20.1767	10.1002	9.72322	8.18026	12.663	0.9364179
194500	-618.2937	-508.6279	-109.6658	24.24384	0.03331691	0.1056216	0.0480072	0.03380619	4	26.39783	0.1536288	17.5433	6.30916	7.00194	8.0994	13.2642	0.3124882
195000	-605.7521	-507.1699	-98.5822	20.20394	0.05314282	0.0795364	0.04421607	0.02748655	5	21.85066	0.1237525	18.7319	14.5991	14.554	7.50965	12.2819	0.3572944
195500	-617.2656	-505.0678	-112.1978	24.75797	0.03914445	-0.01688583	0.2452436	0.03276236	3	26.12464	0.2283578	19.1953	12.0095	15.9549	10.0423	17.1538	1.073945
196000	-616.64	-501.9987	-114.6413	26.23638	0.03008469	0.03582587	0.1441901	0.02001977	3	28.20258	0.1800159	19.7218	12.2349	13.2321	9.29959	14.4347	0.800985
196500	-618.3929	-508.9798	-109.4131	24.12164	0.03162179	0.05787455	0.159738	0.009767147	4	29.78095	0.2176126	17.5007	13.6026	8.75985	7.75675	15.0807	0.7340478
197000	-607.726	-506.0103	-101.7158	19.84478	0.04683243	0.1259265	0.04176196	0.05827572	4	22.70296	0.1676885	18.0781	12.9795	11.6414	9.58282	12.9786	0.2490449
197500	-611.5796	-501.2948	-110.2848	25.52711	0.04024491	0.09883576	0.08742276	0.06209744	3	27.99669	0.1862585	15.9721	10.2009	9.89902	8.43235	22.8317	0.4693625
198000	-606.9508	-503.3447	-103.6061	18.0513	0.05207124	0.04286866	0.09152477	0.03279492	4	22.55264	0.1343934	20.2584	7.88819	7.86482	8.70915	13.1931	0.6810212
198500	-623.0383	-510.9619	-112.0764	27.24589	0.04364237	0.1509918	0.08654364	0.03650745	3	28.7606	0.2375354	19.6548	7.94856	5.99154	8.06969	20.0254	0.3643399
199000	-624.579	-515.2479	-109.3311	25.46442	0.03865876	0.1509978	0.06623416	0.01280532	4	26.37634	0.217232	17.7186	15.7737	15.1735	8.51372	16.8804	0.3049006
199500	-619.6792	-509.4756	-110.2036	27.39591	0.04525271	0.08291238	0.0553846	0.05637389	4	28.36548	0.138297	15.9767	15.7408	11.9133	7.84654	20.03	0.4004758
200000	-615.2423	-508.3005	-106.9418	27.16838	0.04661374	0.1163907	0.05946759	0.03779356	4	28.78122	0.1758583	17.7649	13.8549	14.9183	7.28805	20.9555	0.3381562
200500	-614.4454	-504.5277	-109.9177	25.894	0.0293927	0.09169994	0.02691829	0.02140119	4	26.80339	0.1186182	16.1517	15.1264	15.1256	11.233	14.3503	0.2269322
201000	-609.8061	-506.6831	-103.123	22.33632	0.03242281	0.1120208	0.05287403	0.04653282	4	23.64475	0.1648949	17.0889	9.74683	8.94425	9.20918	17.1148	0.320653
201500	-616.8121	-507.9623	-108.8498	27.45074	0.03199622	0.08233194	0.03747594	0.01654267	4	28.89035	0.1198079	19.8466	15.5974	12.543	10.2696	12.1395	0.3128003
202000	-607.1426	-508.4966	-98.64606	26.42571	0.05696451	0.1384539	0.003013154	0.04833735	5	29.95741	0.141467	17.8525	12.64	11.8369	9.32317	19.8595	0.02129934
202500	-615.4885	-510.9137	-104.5749	29.08129	0.04861151	0.07167401	0.0862576	0.02737122	4	29.681	0.1579316	17.3035	10.166	8.84797	8.41496	21.7405	0.5461706
203000	-618.34	-506.0735	-112.2665	25.00849	0.05195318	0.01287852	0.1086338	0.03981372	3	25.97774	0.1215123	18.3704	12.7646	11.5044	8.46883	14.7544	0.8940147
203500	-612.7351	-502.5028	-110.2323	26.03974	0.03903585	0.1369694	0.05431953	0.03984202	4	28.01418	0.1912889	18.259	9.34365	9.86449	11.5086	14.1749	0.2839659
204000	-613.4208	-504.9033	-108.5175	23.7532	0.04304512	0.04843504	0.04763416	0.03956697	4	27.11691	0.0960692	16.7042	11.4729	11.4779	9.46429	20.5432	0.4958318
204500	-621.7493	-507.5708	-114.1785	25.74322	0.03339559	0.1099635	0.1322846	0.01286622	3	28.73533	0.2422481	16.1731	10.3887	10.315	11.07	19.4262	0.5460708
205000	-613.4392	-505.5507	-107.8885	24.09758	0.04098367	0.1422172	0.1234672	0.02597712	3	25.74987	0.2656844	19.0856	12.0766	12.9741	11.0701	15.1811	0.4647138
205500	-605.9238	-501.6087	-104.3152	22.28518	0.04488247	0.1447511	0.05974302	0.03002251	4	22.66033	0.2044941	16.245	13.0521	11.2143	10.7345	13.3691	0.2921504
206000	-611.6943	-503.0996	-108.5947	26.22964	0.0564881	0.07281013	0.007613941	0.06236016	4	26.46052	0.08042407	17.4924	8.79606	8.36027	8.63673	18.4642	0.09467242
206500	-613.4296	-505.2528	-108.1768	24.46114	0.04589478	0.1068661	0.06461064	0.02199376	3	26.1082	0.1714768	18.1233	8.14975	5.95298	9.43646	15.4761	0.3767895
207000	-608.8772	-504.2211	-104.6562	25.76478	0.06461294	0.1936239	0.03156968	0.02269266	4	26.0593	0.2251935	17.4161	15.7423	14.6841	8.57644	16.9387	0.1401891
207500	-619.2264	-510.9232	-108.3031	24.37702	0.04290319	0.06498243	0.1773894	0.01798696	3	28.25909	0.2423718	18.9863	10.6005	9.62404	10.3688	16.0929	0.7318895
208000	-605.2403	-506.9168	-98.32346	22.37114	0.04515179	0.1240821	0.01393933	0.03927158	5	22.97465	0.1380214	16.1508	15.5381	15.8027	8.98614	13.4987	0.100994
208500	-613.7761	-503.7511	-110.025	24.11222	0.04951157	0.1033883	0.2045611	0.03583881	3	26.29877	0.3079494	16.0924	13.4281	13.2796	10.6706	16.0263	0.6642686
209000	-610.166	-500.2824	-109.8836	24.97029	0.04267682	0.09896585	0.05821932	0.009634805	4	27.06364	0.1571852	16.5558	10.2076	8.49389	8.47738	20.3723	0.3703869
209500	-610.4159	-500.2786	-110.1373	27.25067	0.03487651	0.06440408	0.0247708	0.04409553	4	27.27795	0.08917487	17.6572	12.1977	7.7626	10.9163	20.3735	0.2777777
210000	-616.5038	-507.708	-108.7958	22.52689	0.03999685	0.08822179	0.05311821	0.03541269	3	28.2464	0.14134	17.3865	15.9199	15.7893	11.1075	13.3243	0.3758187
210500	-606.1674	-502.5696	-103.5978	24.93965	0.0456496	0.176573	0.04450924	0.03963558	4	25.51322	0.2210822	16.5525	7.80924	7.74506	9.17841	20.5711	0.2013244
211000	-614.2562	-504.6189	-109.6372	27.40907	0.03861176	0.1328577	0.04549933	0.02571675	4	29.55025	0.1783571	18.7368	9.54104	7.99062	11.1215	18.4897	0.2551025
211500	-609.0019	-502.1302	-106.8717	22.23885	0.04872553	0.1059104	0.1224922	0.01696074	4	27.36267	0.2284026	17.857	6.43579	5.41033	7.46588	12.4874	0.5362995
212000	-611.7631	-508.9063	-102.8568	23.01491	0.06340028	0.05409866	0.1202148	0.08206376	4	23.37296	0.1743135	20.3535	15.1182	14.9234	7.63352	12.7294	0.6896473
212500	-612.888	-504.3616	-108.5264	25.89164	0.03586046	0.1517427	0.03599161	0.01094696	4	27.93969	0.1877343	17.1862	12.0876	10.6481	10.0938	19.8776	0.1917157
213000	-608.4495	-502.9031	-105.5464	28.23323	0.05175126	0.09275724	0.1391218	0.01533869	4	28.52045	0.231879	18.8789	9.04081	12.3524	9.35204	16.7983	0.5999757
213500	-613.9409	-501.045	-112.8958	27.81031	0.03091487	0.06063769	0.0526658	0.02827474	3	29.77312	0.1133035	17.6711	13.0319	14.5395	11.1432	21.1257	0.4648206
214000	-618.2557	-502.7001	-115.5556	23.99532	0.03965827	0.1146329	0.1011369	0.05567259	3	29.01094	0.2157699	19.2387	5.9749	8.94949	7.66197	15.2092	0.4687259
214500	-615.8977	-504.7605	-111.1372	23.66812	0.03719147	0.06535061	0.09205172	0.0548938	3	27.80652	0.1574023	16.2317	8.30259	8.74624	8.55977	15.2156	0.584818
215000	-612.3322	-507.1921	-105.1401	25.45049	0.05395825	0.09159842	0.1035481	0.024923	4	28.33929	0.1951465	18.0012	11.1569	10.81	7.6432	14.2864	0.5306171
215500	-611.8678	-504.5539	-107.3139	25.79668	0.04089759	0.1378298	0.07074781	0.02330331	4	27.35751	0.2085776	16.8761	10.5465	6.96791	11.0717	13.4118	0.3391918
216000	-617.282	-510.8484	-106.4337	27.97628	0.04218902	0.1598525	0.08874898	0.02302394	4	28.13757	0.2486014	19.8566	14.2272	10.9976	10.8027	17.0569	0.356993
216500	-603.4828	-504.4594	-99.02342	24.54511	0.0606533	0.1024113	0.01745949	0.04007565	5	25.59553	0.1198708	16.4277	14.2668	15.9275	8.74022	13.9358	0.1456526
217000	-613.8162	-501.5753	-112.241	25.88969	0.03329877	0.05170553	0.08418455	0.04628814	3	27.99225	0.1358901	17.2297	9.41574	9.9169	8.79156	18.8936	0.6195048
217500	-611.7312	-504.729	-107.0022	24.79781	0.03929203	0.1038758	0.07142813	0.02695574	4	28.58917	0.175304	17.1127	12.8454	11.9304	7.98094	16.4394	0.407453
218000	-607.0557	-498.2886	-108.7671	24.83602	0.04258499	0.0295041	0.1293618	0.01932922	4	28.03293	0.1588659	16.1085	9.61102	9.4053	10.4636	21.7354	0.814283
218500	-613.9908	-504.9888	-109.002	22.46383	0.04427844	0.06046814	0.07691847	0.02028825	3	25.74904	0.1373866	16.5217	15.9442	11.1073	7.68299	12.5138	0.5598687
219000	-607.0123	-499.5857	-107.4266	25.26535	0.03857146	0.07464857	0.05836668	0.04536802	4	27.91834	0.1330152	18.4147	12.1787	9.83204	10.7974	15.8764	0.4387969
219500	-615.2502	-505.0308	-110.2194	29.0085	0.03074118	0.03647904	0.1118134	0.0260381	4	29.18658	0.1482925	18.1846	8.01914	7.59893	9.47856	22.6468	0.7540061
220000	-617.7261	-508.219	-109.507	23.83537	0.04066985	0.06827275	0.1213316	0.03448644	4	29.52409	0.1896044	18.6404	12.6451	10.583	7.49759	14.9057	0.6399199
220500	-619.2253	-505.7107	-113.5146	26.04147	0.0394554	0.1504548	0.0484246	0.01664627	3	26.67977	0.1988794	19.6621	6.94391	6.99154	7.50959	18.2265	0.2434872
221000	-619.7446	-507.8092	-111.9354	25.82749	0.03629115	0.08924403	0.07617468	0.02529009	3	29.84668	0.1654187	16.4593	5.87533	5.78849	7.3089	13.6745	0.4604962
221500	-617.5673	-506.6564	-110.9109	22.52021	0.0383984	0.0604943	0.1202379	0.08460348	3	28.97757	0.1807322	16.4149	15.4285	15.1072	7.6677	14.8207	0.6652821
222000	-609.913	-502.3418	-107.5712	24.66116	0.03186812	0.1109344	0.01585703	0.0407116	4	29.66528	0.1267914	16.5295	5.57626	6.46368	9.31159	16.3115	0.1250639
222500	-616.5134	-504.1223	-112.3911	26.7733	0.04207215	0.1676036	0.1005795	0.0288039	3	28.06195	0.2681832	17.5751	15.3385	14.2923	10.3809	12.4418	0.3750404
223000	-614.1491	-506.1088	-108.0403	25.15553	0.03309139	0.1004718	0.02169599	0.03483721	4	29.2637	0.1221678	17.1143	14.8094	13.3109	11.4339	17.8708	0.1775917
223500	-619.4772	-509.7092	-109.7679	25.25303	0.03152819	0.0654101	0.05326413	0.04231773	3	27.4481	0.1186742	16.8398	13.5565	6.27964	9.78965	16.5095	0.4488264
224000	-609.5811	-504.5437	-105.0374	23.57176	0.04845794	0.09745941	0.1126318	0.0490897	4	24.3128	0.2100912	19.7905	10.868	12.4848	8.10549	14.0157	0.536109
224500	-608.0428	-508.2498	-99.79301	22.89826	0.0489977	0.1466772	0.002453259	0.05214311	5	25.80664	0.1491305	18.3043	11.6746	12.0346	11.2616	19.4612	0.01645042
225000	-614.3212	-504.8065	-109.5147	24.57394	0.03547268	0.07807483	0.06967018	0.03322888	3	24.91022	0.147745	16.0494	9.81367	10.4467	9.04578	20.7677	0.4715569
225500	-612.0131	-506.9599	-105.0532	24.31401	0.04136036	0.04612849	0.1175085	0.02554297	4	25.32469	0.163637	16.7376	11.0362	15.1838	7.88528	18.6322	0.7181048
226000	-614.0461	-502.7008	-111.3453	22.8397	0.03563311	0.06527648	0.1438006	0.04169333	2	28.93693	0.209077	16.3911	6.3462	8.99609	7.86703	12.5951	0.6877874
226500	-607.8512	-498.7441	-109.1071	29.64888	0.0426879	0.04268174	0.05320939	0.06076569	4	29.79339	0.09589113	18.2089	7.4372	5.86515	8.46928	16.7807	0.5548938
227000	-606.8872	-503.5145	-103.3727	25.32649	0.05763067	0.06571427	0.0530092	0.03083647	4	25.60972	0.1187235	19.2157	8.08647	7.53719	9.53138	12.095	0.446493
227500	-614.3383	-505.28	-109.0583	26.22613	0.02874988	0.1045605	0.05512752	0.06457131	4	26.95897	0.1596881	18.3069	14.143	14.7761	8.03635	21.1081	0.34522
228000	-614.4943	-505.776	-108.7183	26.29375	0.04318299	0.0707436	0.09451938	0.02100113	3	29.9375	0.165263	19.1034	6.19211	6.77661	8.80614	22.5146	0.5719332
228500	-619.1632	-505.9718	-113.1914	27.29863	0.03293106	0.08055859	0.07536276	0.04427418	3	28.48326	0.1559214	18.5386	15.0251	12.9779	11.0764	20.0335	0.4833383
229000	-614.7888	-505.8039	-108.9849	24.55303	0.04854291	0.0816388	0.007343946	0.0426909	4	25.56853	0.08898274	17.1424	7.18771	6.69201	8.00995	19.8378	0.08253225
229500	-615.5369	-505.8928	-109.6442	27.86322	0.03191521	0.1124111	0.01028031	0.04526365	4	29.64301	0.1226914	18.1709	15.8243	14.9377	10.739	14.922	0.08378999
230000	-615.457	-504.7981	-110.659	25.90485	0.04041354	0.1734509	0.01057804	0.02236535	4	27.6716	0.184029	16.6043	9.352	5.50632	8.80145	18.2736	0.05748029
230500	-602.1831	-495.0217	-107.1614	25.55937	0.04240027	0.05126544	0.05059313	0.03372764	4	27.78986	0.1018586	16.9486	13.095	12.3106	9.57761	18.966	0.4966998
231000	-612.0284	-501.2994	-110.7291	27.85919	0.04224945	0.0496889	0.09242031	0.0302106	3	29.02581	0.1421092	16.4203	11.3689	7.7114	10.4992	22.1708	0.6503471
231500	-608.3991	-505.2772	-103.1219	19.79559	0.05211659	0.1439494	0.06563418	0.06910855	4	28.91024	0.2095836	16.6962	10.4124	11.1146	7.67395	15.4926	0.3131647
232000	-604.4319	-499.4853	-104.9466	25.56306	0.03774677	0.1425328	0.04138652	0.06730858	4	27.16386	0.1839193	16.5356	14.4766	15.7078	8.09809	17.1062	0.2250255
232500	-609.6339	-497.0159	-112.618	26.4475	0.03635131	0.06938422	0.05519364	0.0260609	3	29.66857	0.1245779	16.9586	14.5476	14.5525	9.87061	14.9301	0.4430453
233000	-608.236	-500.9209	-107.3152	23.9333	0.04452978	0.0418381	0.06707386	0.06761547	4	29.70513	0.108912	16.647	8.75194	10.1607	9.7304	22.8903	0.615854
233500	-628.0281	-516.1444	-111.8837	24.04732	0.03262553	0.09775379	0.1426125	0.03075356	3	29.6611	0.2403663	18.1479	7.67636	8.59019	8.85499	16.6992	0.5933133
234000	-607.4336	-499.269	-108.1646	20.35932	0.04547409	0.1222708	0.0136439	0.03909871	3	25.67697	0.1359147	20.165	12.9828	13.4949	8.4057	13.8125	0.1003858
234500	-620.4331	-509.9374	-110.4957	23.23642	0.03640591	0.05014964	0.06995222	0.0454288	4	24.94981	0.1201019	16.3739	14.085	10.7097	11.1208	12.5057	0.5824408
235000	-616.6832	-503.529	-113.1542	26.92751	0.03419318	0.07372545	0.1161991	0.03027179	3	28.8095	0.1899246	19.1861	15.829	11.5302	7.92787	15.7193	0.6118172
235500	-606.6842	-500.7013	-105.9829	24.27938	0.03927665	0.1208699	0.03056854	0.02665051	4	25.57951	0.1514385	17.7247	8.41687	9.20271	9.75452	14.3517	0.2018545
236000	-614.8379	-507.5653	-107.2725	26.11268	0.0428287	0.004316881	0.1610841	0.035424	5	26.57235	0.165401	16.6678	13.562	12.451	8.09119	22.125	0.9739005
236500	-609.4621	-504.1418	-105.3202	22.19334	0.03937484	0.09881026	0.0299784	0.05117085	4	22.54737	0.1287887	17.4769	6.34377	10.7635	7.2592	14.3949	0.232772
237000	-616.1871	-502.2124	-113.9748	28.78993	0.03361694	0.03930513	0.1845277	0.009319645	3	29.47484	0.2238328	16.7111	15.044	13.7063	9.41525	18.7985	0.8243996
237500	-612.4076	-504.1562	-108.2514	22.90504	0.03819742	0.06116697	0.1515482	0.05208914	3	25.64975	0.2127151	17.9335	8.93145	9.50866	9.96229	19.1076	0.7124466
238000	-610.8936	-503.373	-107.5207	24.6493	0.03959583	0.09327172	0.07342529	0.03005887	4	27.83034	0.166697	16.5745	10.7872	8.33385	7.96919	12.7698	0.4404715
238500	-607.5639	-501.8793	-105.6845	23.68149	0.04458652	0.1753575	0.03626214	0.04600823	4	26.91206	0.2116196	18.5018	12.054	12.2161	8.95151	12.0574	0.1713553
239000	-618.2313	-509.4025	-108.8288	23.27742	0.04694816	0.05877725	0.05380425	0.04783823	3	23.87284	0.1125815	16.0134	10.8001	12.712	8.25683	23.0027	0.4779138
239500	-612.0019	-505.8198	-106.1821	21.91638	0.04992023	0.09907111	0.08321956	0.03880177	4	25.01364	0.1822907	17.3131	6.39128	6.62511	10.7281	13.4649	0.4565212
240000	-610.1925	-503.2569	-106.9356	23.54499	0.05717967	-1.490967e-05	0.1050776	0.02517736	4	26.68742	0.1050627	16.5564	15.5753	15.1098	7.64622	15.6315	1.000142
240500	-611.9742	-500.9807	-110.9935	24.52325	0.03051854	0.03411644	0.1372537	0.03110876	3	25.21206	0.1713701	16.1059	9.41756	5.3551	10.212	18.1508	0.8009196
241000	-609.1917	-501.7318	-107.4599	23.61577	0.04731155	0.1274124	0.03207104	0.05809579	4	28.1739	0.1594835	16.8651	9.29596	8.77025	10.5149	18.7185	0.2010932
241500	-612.1196	-508.2839	-103.8357	22.06203	0.05198897	0.1085223	0.0636411	0.0600303	4	23.67697	0.1721634	17.5342	12.6653	9.41263	7.5647	12.9396	0.3696553
242000	-613.9179	-508.2351	-105.6828	22.56916	0.04355257	0.1198683	0.02624342	0.04193628	4	28.12371	0.1461117	16.8726	12.0615	13.3951	8.91143	21.2514	0.179612
242500	-606.3291	-501.2242	-105.1049	28.18105	0.0532065	0.08637825	0.04545419	0.02611325	4	28.93299	0.1318324	20.0678	11.8514	13.0433	7.75637	16.596	0.3447876
243000	-603.9314	-500.4582	-103.4732	25.2503	0.0409188	0.123637	0.07299034	0.03429102	4	25.25896	0.1966274	19.3443	14.4447	14.7745	7.27254	20.1475	0.3712115
243500	-611.0214	-497.8139	-113.2074	26.29531	0.0315501	0.0878043	0.1057496	0.02241367	3	27.94741	0.1935539	17.2174	6.7809	6.36816	11.5476	19.0492	0.5463575
244000	-611.9573	-498.0018	-113.9555	28.59662	0.03074378	0.1121366	0.08419192	0.02325987	3	29.56244	0.1963285	16.3855	14.7454	14.1376	10.7655	17.4362	0.4288318
244500	-617.1629	-502.4658	-114.6971	27.62492	0.03816205	0.1254774	0.03964291	0.02421447	2	29.5029	0.1651203	17.3862	11.3331	11.4084	10.8095	20.4141	0.240085
245000	-605.1712	-505.3417	-99.82943	21.52338	0.07157265	0.2196658	0.02096018	0.09080411	4	27.60671	0.240626	20.0246	15.8574	14.7843	7.32808	11.7788	0.08710688
245500	-614.2689	-509.336	-104.9329	24.92214	0.04953339	0.1379556	0.04055551	0.02235421	4	27.46851	0.1785111	17.6069	10.8109	13.9576	10.222	16.3227	0.2271876
246000	-610.8388	-496.3675	-114.4713	29.35509	0.03461023	0.007415989	0.1866201	0.006023049	3	29.98368	0.1940361	18.7718	11.0281	11.8796	10.0693	21.091	0.9617804
246500	-620.2214	-500.6989	-119.5224	28.5855	0.03124626	0.1621886	0.05044799	0.03606705	3	28.71101	0.2126366	17.5291	6.45757	9.52432	11.5749	15.1454	0.2372498
247000	-617.3334	-508.1019	-109.2314	25.6579	0.05226678	0.0438967	0.04228394	0.03440488	3	29.7667	0.08618064	18.2738	12.993	13.2884	10.6654	19.8135	0.4906432
247500	-617.9364	-508.4868	-109.4496	23.10743	0.03206254	0.1134893	0.1256503	0.02658562	4	26.22581	0.2391396	16.7054	8.69866	9.50931	7.8755	22.1614	0.5254265
248000	-611.6935	-502.3305	-109.363	25.71183	0.03750961	0.07053786	0.04609041	0.03117382	4	27.44248	0.1166283	16.7046	9.98302	10.8376	9.0329	17.2292	0.3951907
248500	-610.1649	-502.6959	-107.4691	23.57319	0.0536526	0.1422664	0.08569346	0.03309805	3	27.12175	0.2279599	18.8636	9.88285	10.0535	9.71206	15.3459	0.3759147
249000	-621.5274	-513.323	-108.2044	24.75856	0.04825634	0.06954476	0.06425279	0.01410999	4	29.50499	0.1337976	16.8732	9.83354	6.21719	8.12274	19.1587	0.480224
249500	-611.4077	-501.6031	-109.8046	25.02961	0.03769775	0.04380779	0.05232227	0.0349479	4	28.19389	0.09613006	18.355	8.44429	10.9734	9.12815	13.0517	0.5442862
250000	-611.0126	-509.0496	-101.963	23.29385	0.04578581	0.1327667	0.03285294	0.04373874	5	29.89744	0.1656197	17.1998	10.7285	10.9317	10.1522	15.5842	0.1983638
250500	-619.5754	-501.3569	-118.2185	28.2141	0.0254819	0.06956562	0.08490134	0.03430534	2	29.14768	0.154467	17.2457	5.77466	5.60274	8.57872	20.6107	0.5496408
251000	-615.407	-508.5074	-106.8996	19.71748	0.04504406	0.1129171	0.08269008	0.0647729	3	22.94104	0.1956072	17.9066	13.136	10.3141	9.7897	13.2828	0.4227355
251500	-603.7078	-497.8842	-105.8236	24.71985	0.04280622	0.08408321	0.07083204	0.03239514	4	27.40112	0.1549153	16.3708	12.1917	12.1623	9.88952	18.5797	0.4572309
252000	-613.6162	-505.7538	-107.8624	26.23459	0.04037974	0.1069232	0.06440561	0.04176933	3	28.63613	0.1713288	17.1308	10.2864	10.1558	8.97289	22.6605	0.3759182
252500	-613.6773	-499.4916	-114.1856	26.34196	0.04253484	0.004303514	0.2198963	0.02630767	2	26.50305	0.2241998	18.6609	10.0819	12.7754	8.10151	12.3574	0.980805
253000	-614.9782	-507.1699	-107.8083	23.94515	0.04204841	0.0522672	0.1056581	0.02370725	4	24.21453	0.1579253	17.5844	8.63888	6.53855	10.0471	16.5079	0.6690385
253500	-613.3438	-504.2935	-109.0504	28.09621	0.03887298	0.09758915	0.06253431	0.03185868	4	28.91033	0.1601235	19.6496	12.7906	7.15034	8.18997	20.0221	0.3905381
254000	-610.4383	-503.9325	-106.5058	20.76678	0.04756902	0.2141368	0.06825894	0.02800281	4	25.98265	0.2823957	16.9142	14.3259	9.90082	8.60362	12.6365	0.2417138
254500	-617.418	-508.4806	-108.9374	29.71574	0.04533799	0.09559978	0.05144117	0.01466639	4	29.9677	0.147041	20.1955	13.6895	11.7586	10.2176	17.4221	0.3498425
255000	-611.7746	-503.6503	-108.1243	25.01813	0.03445273	0.1080889	0.06330758	0.03849815	4	29.93267	0.1713965	16.7027	11.657	10.9142	9.17662	20.2704	0.3693634
255500	-616.0931	-500.2962	-115.7968	24.25959	0.0293428	0.06173746	0.1708301	0.0251764	3	27.54385	0.2325676	16.0102	10.0462	6.91573	9.64189	12.4754	0.7345397
256000	-619.4769	-503.5502	-115.9267	28.78925	0.03573997	0.09354301	0.1308875	0.06544525	4	29.71742	0.2244305	16.8255	13.3121	10.0942	11.4637	21.7952	0.5831984
256500	-620.5165	-513.5139	-107.0026	25.1639	0.03906854	0.1530642	0.02753362	0.05900926	5	25.28335	0.1805978	16.6985	7.27299	10.9353	10.5177	20.1085	0.1524582
257000	-622.9259	-506.9495	-115.9764	26.83933	0.03349401	0.1480782	0.09181787	0.02126437	3	28.26055	0.2398961	18.45	6.85662	8.85695	9.99269	13.7704	0.3827402
257500	-614.967	-509.5789	-105.3881	22.02796	0.03212302	0.05864379	0.03338809	0.07257948	5	22.74368	0.09203188	17.4352	7.03106	9.50041	7.6243	15.4333	0.3627883
258000	-611.7932	-509.0621	-102.7311	20.43621	0.04073636	0.05992169	0.03015448	0.05370371	5	22.03613	0.09007616	16.0748	6.20868	6.46861	11.2577	19.4653	0.3347664
258500	-610.2785	-505.8263	-104.4522	23.63297	0.04330048	0.1386977	0.02084269	0.01426522	5	29.55334	0.1595404	16.7266	14.4479	15.8657	10.2093	15.2986	0.1306421
259000	-622.2405	-509.4802	-112.7603	21.62251	0.04140827	0.06918923	0.08086162	0.009821826	3	29.26764	0.1500508	18.5739	6.75847	9.57544	7.65877	17.0048	0.5388948
259500	-613.3954	-509.1421	-104.2533	23.50782	0.03548115	0.09510151	0.07944803	0.02401101	5	25.53658	0.1745495	16.665	5.46762	9.9043	10.1505	18.4893	0.4551603
260000	-615.2785	-508.9331	-106.3454	28.36513	0.04272471	0.08959144	0.09046801	0.009693966	5	29.1695	0.1800595	17.0451	6.94985	11.264	9.41386	13.5233	0.5024341
260500	-624.9395	-512.3377	-112.6017	25.84629	0.03054489	0.08929016	0.08744819	0.03568297	4	27.55174	0.1767383	17.884	10.4761	11.6695	8.64747	17.9119	0.494789
