Iteration	Posterior	Likelihood	Prior	age_extant	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	turnover
421500	-615.824	-506.8151	-109.0089	24.70989	0.02932752	0.1199671	0.03496188	0.02334685	4	28.30368	0.154929	17.0927	9.63781	6.34664	9.90075	17.9182	0.225664
422000	-615.5079	-506.8142	-108.6937	26.32923	0.04881781	0.1135958	0.02825836	0.06049723	3	26.61931	0.1418542	17.4605	9.82217	10.7248	9.70067	20.9915	0.1992071
422500	-613.3085	-506.7713	-106.5372	23.32457	0.0425551	0.06376391	0.08263871	0.04448732	4	25.61449	0.1464026	16.4057	10.2439	9.51816	10.5657	14.1992	0.564462
423000	-607.4448	-497.2263	-110.2185	27.32466	0.036578	0.02746184	0.1353732	0.03445124	4	29.83571	0.162835	17.9992	5.8399	5.50374	9.38925	15.7334	0.8313518
423500	-610.5777	-504.1226	-106.4552	25.45696	0.04080054	0.109606	0.1313388	0.02646727	4	25.56497	0.2409447	17.233	6.13861	8.12764	7.67767	17.7229	0.5450991
424000	-610.9026	-505.4921	-105.4105	21.24735	0.0410723	0.1351075	0.07794703	0.03821599	4	23.57579	0.2130545	16.2828	14.036	13.0547	9.36741	13.784	0.3658549
424500	-613.6456	-513.4162	-100.2295	18.28284	0.055969	0.1551624	0.1477666	0.03317828	4	24.70951	0.302929	18.1707	10.3899	10.88	7.3014	12.8674	0.4877929
425000	-610.6026	-507.8559	-102.7468	19.44721	0.04661414	0.1249329	0.07538451	0.07690999	4	20.08971	0.2003174	16.3087	6.35724	6.54791	8.17748	14.1648	0.3763253
425500	-610.4814	-501.9534	-108.528	24.69556	0.03217678	0.05913359	0.09372818	0.02762	4	25.63475	0.1528618	16.4108	13.9699	15.4971	10.9077	17.687	0.6131565
426000	-605.7901	-502.2827	-103.5073	24.20108	0.05819991	0.2093494	0.02753576	0.04107983	4	24.28935	0.2368851	18.0366	14.7201	15.4762	8.27542	12.3388	0.116241
426500	-617.2897	-504.0861	-113.2036	22.95077	0.0344609	0.0453362	0.1014025	0.01116162	2	29.0868	0.1467387	19.1154	12.4694	12.7965	11.0846	14.8048	0.6910412
427000	-607.9556	-498.4455	-109.5101	26.13947	0.03333636	0.04267057	0.1569596	0.02286285	4	27.48432	0.1996301	17.8187	6.45278	8.17368	9.4928	16.9018	0.7862519
427500	-609.3414	-499.9728	-109.3686	26.34759	0.03670565	0.1148905	0.04040267	0.03339767	4	28.84171	0.1552932	18.564	10.3398	9.16093	10.7781	15.5057	0.2601703
428000	-616.3409	-507.7377	-108.6032	23.87315	0.04912082	-0.04379405	0.2780872	0.02607072	4	24.91427	0.2342932	17.1116	10.9768	12.7462	8.47979	13.7789	1.18692
428500	-615.9902	-511.102	-104.8881	24.15718	0.04715934	0.08664914	0.007789543	0.04364525	5	28.15069	0.09443868	17.8898	11.0047	11.06	10.4273	15.2284	0.08248255
429000	-612.556	-505.9749	-106.5811	21.74342	0.05000989	0.08760369	0.1768013	0.02671723	4	24.247	0.264405	18.5204	8.37944	7.67288	10.4823	12.7579	0.6686761
429500	-622.2194	-508.1793	-114.0401	27.42884	0.02316117	0.07324397	0.0127099	0.04037235	4	27.48109	0.08595387	16.7949	12.0808	10.493	10.2507	19.6789	0.1478688
430000	-611.8222	-508.1139	-103.7083	19.65553	0.0508253	0.07119558	0.06871707	0.02416813	4	23.55732	0.1399127	16.6587	13.3431	8.54587	8.16379	11.9813	0.4911427
430500	-609.5832	-503.6375	-105.9457	22.9999	0.05401185	0.08047477	0.1446981	0.01838592	4	25.45029	0.2251729	16.8197	6.92259	7.19186	7.78939	16.0885	0.642609
431000	-612.6104	-507.0086	-105.6019	23.09034	0.04982717	0.1063015	0.08248036	0.04496737	4	27.63633	0.1887818	19.0753	6.67206	9.8964	10.5706	13.9923	0.4369084
431500	-613.3409	-503.9752	-109.3656	24.65269	0.03952399	0.09220148	0.1026844	0.03026278	4	25.47976	0.1948859	18.6955	8.80689	7.55006	10.1009	18.6916	0.5268951
432000	-609.3198	-502.034	-107.2857	21.57201	0.03772041	0.09244739	0.1128837	0.04079511	4	28.05692	0.2053311	16.2809	12.2779	11.6312	9.94629	15.9913	0.5497642
432500	-610.2414	-498.8783	-111.363	24.84756	0.0439285	-0.009498203	0.1058618	0.04033952	4	26.61253	0.09636364	16.2343	8.77763	9.69904	8.4729	16.9137	1.098566
433000	-625.8632	-511.4991	-114.364	26.22453	0.03249822	0.07530533	0.04223984	0.03128901	3	28.61423	0.1175452	17.4491	8.4558	7.39806	9.30078	16.9738	0.3593498
433500	-617.2181	-509.6132	-107.6049	22.82795	0.04322023	0.08626941	0.1168908	0.03186054	4	24.2192	0.2031602	16.1484	7.86648	6.65176	9.67259	17.5871	0.5753626
434000	-612.473	-510.3542	-102.1187	23.16645	0.06570334	0.08632627	0.08244986	0.08881962	5	25.15816	0.1687761	18.3409	11.0252	15.1363	7.73281	13.2259	0.4885161
434500	-613.855	-502.5814	-111.2736	25.37331	0.03237758	-0.01602431	0.1693894	0.02549272	3	26.48395	0.1533651	18.9746	9.66846	12.1128	8.77776	19.7289	1.104485
435000	-613.1029	-506.3797	-106.7233	26.2814	0.03982968	0.1143562	0.04174065	0.05540078	4	28.14139	0.1560969	18.1495	13.7387	9.42114	11.5887	20.4558	0.2674023
435500	-612.0867	-505.0486	-107.0381	28.06562	0.04281203	0.1331195	0.03031199	0.0446988	4	28.58729	0.1634315	17.8726	13.8108	14.5215	10.5154	13.3538	0.1854722
436000	-613.4466	-506.1448	-107.3018	29.30291	0.03972126	0.03428935	0.09225433	0.01987932	4	29.37515	0.1265437	18.8814	12.5536	12.1861	9.95022	19.5638	0.7290315
436500	-610.803	-504.9853	-105.8177	24.90351	0.04445628	0.05752174	0.1061509	0.02848745	4	27.64261	0.1636727	18.2876	15.7444	13.4469	7.87115	11.9955	0.6485562
437000	-607.2866	-497.5129	-109.7737	25.97921	0.04074979	0.08233189	0.1045063	0.05905248	4	27.19025	0.1868382	16.1149	7.61938	8.59674	7.90837	19.3232	0.5593413
437500	-609.0125	-500.6541	-108.3584	27.49389	0.04626373	0.1032258	0.1664256	0.03589302	2	29.0445	0.2696514	17.4729	15.3822	11.5405	8.09747	12.6931	0.6171881
438000	-614.5545	-505.9188	-108.6358	23.61961	0.03744378	0.1186424	0.04798734	0.01492488	4	29.40948	0.1666297	17.1772	12.7063	11.2976	7.27441	18.359	0.2879878
438500	-618.7628	-502.6603	-116.1025	27.88811	0.03243581	0.0314156	0.1420533	0.01200429	2	27.94549	0.1734689	19.8411	8.21457	9.75397	8.20759	20.1465	0.8188978
439000	-608.4774	-500.7456	-107.7319	25.163	0.03917121	0.1124465	0.04992051	0.03381538	4	27.77721	0.162367	18.6531	6.07608	7.9971	9.04162	17.804	0.3074548
439500	-611.092	-506.9639	-104.1281	24.10999	0.05695255	0.1036469	0.1023985	0.03404379	4	29.50398	0.2060453	20.02	9.64134	6.58596	8.14585	15.6378	0.4969705
440000	-617.1009	-506.8377	-110.2632	23.9343	0.03919656	0.04910174	0.09352954	0.03212684	3	24.96204	0.1426313	17.7281	14.9226	8.94126	7.40296	12.1556	0.6557435
440500	-614.4167	-505.3904	-109.0263	23.70111	0.03444513	0.08995119	0.04947911	0.04141874	4	28.36561	0.1394303	18.0771	11.548	13.0375	10.4592	16.3331	0.3548663
441000	-616.9897	-509.1284	-107.8614	22.9845	0.04969214	0.06493458	0.08645965	0.01626781	3	27.50659	0.1513942	18.0959	5.62011	7.32694	10.3205	20.0612	0.5710895
441500	-606.494	-501.024	-105.47	23.48081	0.04439371	0.081558	0.02886586	0.04871329	4	25.66761	0.1104239	16.2985	11.3346	10.9297	10.5072	12.5049	0.2614096
442000	-611.4335	-510.9433	-100.4902	15.41021	0.06070188	0.03809221	0.211776	0.02082775	4	21.45999	0.2498682	20.2021	8.27019	6.51856	10.3589	11.7284	0.8475508
442500	-618.9135	-504.3774	-114.536	26.89941	0.02862295	0.06629218	0.08391686	0.05153075	3	28.95579	0.150209	19.3784	8.85451	14.7708	8.79541	15.4775	0.5586672
443000	-614.6508	-501.5131	-113.1377	26.95094	0.03680362	0.07901909	0.1196601	0.02594864	2	29.10416	0.1986792	16.4239	14.1721	13.9746	9.013	14.2175	0.602278
443500	-611.027	-499.9975	-111.0295	27.5415	0.04050858	0.09146042	0.1464997	0.02261149	4	27.69829	0.2379601	20.4035	12.7714	10.2567	10.7253	15.4361	0.615648
444000	-612.7041	-504.591	-108.1131	22.61099	0.04507807	0.001486918	0.1175624	0.02647848	4	28.39327	0.1190493	16.2108	11.1798	9.6593	9.60146	18.2439	0.9875101
444500	-611.4937	-502.8567	-108.637	22.91872	0.04234768	0.1192862	0.1048715	0.01159085	3	24.57826	0.2241577	19.0554	15.8653	12.2247	8.02014	12.9425	0.4678471
445000	-619.5286	-506.5405	-112.9882	28.06735	0.04032266	0.04192249	0.1543464	0.04198348	2	28.92288	0.1962689	18.691	13.7493	13.718	9.47402	14.7553	0.7864028
445500	-615.3242	-509.1993	-106.1249	27.45904	0.04591976	0.1379321	0.04225318	0.04050125	4	29.5839	0.1801853	19.868	14.4074	14.2418	10.3135	22.5809	0.2344985
446000	-617.8065	-503.3684	-114.438	25.99314	0.03479415	0.1128976	0.09596546	0.01795576	2	26.76103	0.208863	17.8145	7.04654	9.40188	9.73051	20.6973	0.459466
446500	-616.212	-509.9272	-106.2848	22.46534	0.04418427	0.06407372	0.08820328	0.04522724	4	23.87496	0.152277	19.622	14.6435	14.6233	11.6077	15.5062	0.5792292
447000	-611.565	-504.0335	-107.5315	25.51078	0.04513662	0.05430296	0.05924828	0.0417848	4	27.48085	0.1135512	18.2247	6.45932	7.47148	7.57413	12.0957	0.5217757
447500	-619.8621	-504.8469	-115.0153	26.18102	0.0273209	0.0321302	0.1288983	0.01499586	3	29.94114	0.1610285	17.0818	10.7033	11.6487	11.4846	19.0317	0.8004688
448000	-614.7575	-507.2772	-107.4803	26.15175	0.03968792	0.1211152	0.05567223	0.04243792	4	26.51207	0.1767874	18.6044	12.81	15.2064	7.44872	11.9706	0.3149106
448500	-620.3348	-508.4822	-111.8526	27.46231	0.03278477	0.09235605	0.1139137	0.01856667	3	28.08316	0.2062698	18.0393	8.17393	14.7891	11.4972	18.3941	0.552256
449000	-614.8637	-502.4099	-112.4538	28.73783	0.03704271	0.1163737	0.1623694	0.02413952	4	28.89308	0.2787431	16.314	7.80208	8.4565	9.30714	20.3164	0.5825057
449500	-618.6377	-508.9508	-109.6868	27.24735	0.03213322	0.1209056	0.02951981	0.04577336	4	29.82783	0.1504254	19.0768	15.073	13.5111	10.494	16.1495	0.1962422
450000	-616.8551	-505.6119	-111.2432	28.10057	0.03108393	0.1148242	0.1024597	0.0209525	4	28.57605	0.217284	16.4536	7.52669	6.11336	8.65061	13.8744	0.4715476
450500	-607.2906	-500.4188	-106.8718	27.04187	0.04718087	0.138804	0.009527098	0.04766566	4	28.64028	0.1483311	16.802	11.2866	10.9719	8.62901	12.9647	0.06422859
451000	-617.7478	-507.623	-110.1249	25.62851	0.03372031	0.06040637	0.05827401	0.02474816	4	29.82825	0.1186804	16.0214	9.37925	11.1901	11.4041	21.3647	0.4910164
451500	-615.4042	-505.3083	-110.0959	24.71204	0.04480026	0.1231478	0.08055764	0.02388229	3	25.68119	0.2037055	16.6139	10.8592	14.4601	11.3269	16.0458	0.3954613
452000	-613.0958	-503.3242	-109.7716	24.39478	0.03619849	0.1247123	0.05998097	0.04900877	3	27.32651	0.1846932	19.4061	6.1226	6.95235	9.04969	22.1507	0.32476
452500	-612.5547	-504.761	-107.7936	25.40643	0.03945199	0.08215135	0.09207532	0.0174922	3	28.86609	0.1742267	16.2028	13.6671	15.7909	9.63405	19.6978	0.5284801
453000	-612.347	-502.2929	-110.054	27.16571	0.03743604	0.1028997	0.07200008	0.01433939	3	28.73398	0.1748998	17.2709	14.6555	15.3311	11.3527	20.6854	0.4116648
453500	-613.5953	-503.9808	-109.6145	23.84209	0.03498297	0.1520051	0.01912326	0.07070218	4	24.03758	0.1711283	17.9319	10.6694	14.074	10.5651	19.7105	0.111748
454000	-606.6618	-499.0792	-107.5827	25.57353	0.04203983	0.124603	0.06178833	0.02715475	4	26.08199	0.1863913	17.2768	9.56543	9.82697	10.6039	15.7813	0.3314979
454500	-615.4431	-508.9294	-106.5137	24.62792	0.04519811	0.09819416	0.08344935	0.03263271	4	28.50239	0.1816435	16.9073	12.1524	14.4194	9.95195	19.3578	0.4594128
455000	-614.7726	-506.6467	-108.1259	27.35105	0.0600836	0.07775322	0.07951495	0.06982838	4	28.59351	0.1572682	17.8044	10.7953	13.6973	10.5084	22.9422	0.505601
455500	-629.1766	-516.3793	-112.7973	23.65917	0.03628233	0.05935522	0.1266777	0.03725289	3	24.90559	0.1860329	17.4985	10.2743	8.83816	11.3409	14.8261	0.6809424
456000	-618.2565	-502.51	-115.7464	23.38549	0.04063184	0.1420261	0.03683843	0.05144103	2	28.53574	0.1788646	20.2871	8.9533	6.80279	9.66651	13.3705	0.2059571
456500	-617.4758	-503.574	-113.9018	26.61538	0.03236651	0.1289432	0.1243965	0.03692106	4	29.7992	0.2533398	17.3531	8.88131	11.7597	10.717	21.7719	0.4910265
457000	-620.7772	-511.7799	-108.9974	18.8676	0.04351401	0.03134208	0.1612664	0.02700914	3	28.10289	0.1926085	17.517	14.7642	10.6539	8.39322	13.4627	0.8372757
457500	-627.3285	-506.3832	-120.9453	28.30333	0.02581544	0.04604099	0.1781036	0.02600617	1	28.76551	0.2241446	19.8683	11.3049	10.9088	11.2202	21.152	0.7945924
458000	-615.5	-506.098	-109.402	25.29148	0.05127319	0.07665693	0.227734	0.01040433	4	27.07464	0.3043909	16.2762	5.65609	5.60958	10.1193	16.0896	0.7481629
458500	-619.0458	-501.6676	-117.3782	28.84079	0.03846187	0.004434093	0.09834397	0.05259251	3	29.89746	0.1027781	17.0193	12.5109	11.6425	11.5715	16.3137	0.9568576
459000	-606.1133	-500.0196	-106.0938	23.28003	0.04577441	0.1148159	0.1587799	0.03166784	3	23.80437	0.2735958	19.6619	10.5205	10.891	10.2632	12.8385	0.5803448
459500	-620.6349	-509.4108	-111.224	27.13579	0.04478184	0.1067998	0.02940638	0.04443624	3	27.99565	0.1362062	17.5453	12.535	10.8689	11.4729	22.7958	0.215896
460000	-614.6421	-503.2075	-111.4346	28.06655	0.03902481	0.1138074	0.09159671	0.03348182	3	29.20238	0.2054041	17.5057	15.2157	15.3702	8.67442	13.2087	0.4459342
460500	-605.5983	-498.2283	-107.37	22.42281	0.03675036	0.05877367	0.1052503	0.0221627	4	27.02234	0.1640239	17.698	6.21043	8.41168	8.8669	12.5584	0.6416762
461000	-611.0153	-504.1292	-106.8862	25.06365	0.05182665	0.1439393	0.04864406	0.02092064	4	28.46101	0.1925833	16.4191	13.0383	12.2893	8.85123	18.4686	0.2525871
461500	-611.4189	-508.0502	-103.3687	23.35498	0.04918646	0.0532149	0.08593294	0.03411819	4	25.83223	0.1391478	17.2987	14.716	15.5996	7.48403	16.5648	0.6175658
462000	-620.415	-504.943	-115.472	26.49954	0.03475173	0.06606689	0.06366902	0.01642277	2	28.42487	0.1297359	17.1254	10.1315	15.6574	11.3484	13.1968	0.4907586
462500	-621.2333	-504.3091	-116.9243	25.14008	0.03338855	0.1324539	0.03780219	0.05997204	3	25.53728	0.1702561	17.5271	13.9016	7.05936	9.45522	13.1033	0.2220313
463000	-612.1765	-503.8399	-108.3367	26.09123	0.03623752	0.1195339	0.04850278	0.02030351	4	29.2933	0.1680367	18.3602	12.747	12.2396	9.45917	16.7875	0.288644
463500	-609.9518	-504.1434	-105.8084	24.21253	0.04177238	0.1019037	0.03863767	0.0165564	4	24.63922	0.1405413	16.1416	10.9382	15.099	9.57036	22.9688	0.2749203
464000	-607.798	-502.8855	-104.9125	21.95492	0.05010374	0.0583051	0.05579694	0.07125487	4	25.0428	0.114102	16.7901	14.857	12.0433	10.1319	11.6333	0.4890091
464500	-605.6582	-502.4667	-103.1915	23.33656	0.04862895	0.08875008	0.06632629	0.0404175	4	24.89558	0.1550764	17.6886	11.5133	12.2504	8.32896	14.6534	0.4277008
465000	-615.3434	-509.9299	-105.4134	25.46106	0.05609389	0.115145	0.1407862	0.02705224	3	26.54042	0.2559312	18.7862	14.8688	14.889	9.32741	15.3241	0.550094
465500	-613.8498	-504.8763	-108.9736	23.15063	0.04040244	0.0412789	0.1120951	0.02898555	3	26.96209	0.153374	18.721	13.254	14.0353	10.228	17.5314	0.7308612
466000	-614.9212	-506.7316	-108.1897	25.56866	0.03398231	0.04366616	0.07222066	0.02148477	4	25.87411	0.1158868	18.809	8.76573	9.26878	9.25076	15.2455	0.6232
466500	-617.4488	-503.5004	-113.9484	26.52299	0.0332131	0.08229013	0.06239332	0.04593903	3	27.6901	0.1446835	17.3774	9.61338	7.76039	11.1035	22.3053	0.4312402
467000	-610.452	-510.525	-99.92701	22.9464	0.05285934	0.1457758	0.08952412	0.05171412	5	25.72951	0.2352999	16.1329	11.5124	11.4667	9.0929	22.9464	0.3804681
467500	-616.4452	-502.6641	-113.781	26.60177	0.03348643	0.08197189	0.04742877	0.03301986	3	27.8491	0.1294007	18.8884	8.25252	8.57165	10.4048	22.7687	0.3665265
468000	-611.3229	-502.8453	-108.4776	22.84832	0.05243699	0.1344107	0.1041994	0.03076997	3	26.9933	0.23861	16.6032	8.13455	7.87363	11.0896	12.3822	0.4366932
468500	-609.7975	-502.9528	-106.8447	22.56458	0.03873564	0.07275096	0.06845305	0.03590678	3	26.46283	0.141204	17.5291	14.5019	15.0157	9.11793	19.2679	0.4847812
469000	-611.6656	-501.4296	-110.236	25.86118	0.03952376	0.04831532	0.1485362	0.02298354	3	26.26436	0.1968516	18.3449	15.5683	15.3201	11.5655	21.8727	0.7545596
469500	-615.6105	-508.1596	-107.451	25.23565	0.03963882	0.1452144	0.04777133	0.05885292	4	25.47126	0.1929857	16.7787	11.5337	9.14177	9.24587	13.0728	0.2475382
470000	-610.5241	-501.0043	-109.5199	25.68201	0.04047778	0.1252388	0.05756829	0.0205301	3	27.12456	0.1828071	16.0066	12.0637	15.3283	11.5836	14.585	0.3149127
470500	-612.0678	-499.9943	-112.0735	29.03864	0.03363951	0.0464966	0.1293644	0.01974037	3	29.23707	0.175861	16.0348	9.62845	10.4783	11.4495	22.7072	0.7356059
471000	-621.0613	-509.0985	-111.9628	26.05349	0.03796489	0.09960599	0.05135778	0.05134885	3	29.57526	0.1509638	20.2857	5.76302	8.62377	10.3093	18.3133	0.3401994
471500	-612.4174	-505.1582	-107.2592	26.12936	0.0398426	0.05933779	0.07090829	0.04232719	4	28.92728	0.1302461	18.6809	9.57031	7.05808	7.47355	17.6585	0.5444179
472000	-620.3652	-512.8992	-107.4659	26.96421	0.04064979	0.08051096	0.03977275	0.02596232	4	28.12119	0.1202837	20.4266	12.7392	13.025	9.05928	20.3131	0.3306578
472500	-609.7426	-503.079	-106.6636	26.76709	0.05050541	0.1400046	0.03573206	0.04120388	4	27.09744	0.1757367	17.7115	14.4411	14.3696	11.5855	20.3525	0.2033272
473000	-611.7137	-504.2636	-107.4501	24.0982	0.04174151	0.04627168	0.1012616	0.0230372	4	27.2146	0.1475333	17.4239	13.7548	7.67802	7.34871	16.1025	0.6863646
473500	-614.9287	-505.943	-108.9856	27.00545	0.0391289	0.09999041	0.08069806	0.02386463	4	27.23815	0.1806885	18.7487	8.95058	8.35414	7.9448	19.9311	0.4466143
474000	-616.4343	-510.5612	-105.8731	19.37946	0.05969903	0.1169355	0.06066568	0.03785609	3	24.65792	0.1776011	19.9339	6.79448	6.66539	9.18398	14.5393	0.3415838
474500	-612.1713	-501.39	-110.7813	23.6001	0.04549185	-0.03340942	0.244457	0.02359034	4	23.73187	0.2110475	18.3724	12.84	15.836	9.05001	19.2597	1.158303
475000	-611.3868	-502.2356	-109.1512	21.36744	0.04844499	0.07833209	0.08519454	0.0805169	4	23.33887	0.1635266	17.646	8.88584	11.1707	8.96671	15.5324	0.5209827
475500	-610.1697	-503.9419	-106.2278	22.38826	0.04667363	0.1489765	0.04852324	0.03087187	4	25.01777	0.1974997	16.2841	11.3695	11.6052	9.16249	18.3724	0.2456877
476000	-605.3569	-498.4691	-106.8878	24.46189	0.04158172	0.0393324	0.07843822	0.03441699	4	27.45558	0.1177706	17.4543	6.93198	9.90187	10.1257	17.0004	0.6660254
476500	-612.3352	-504.589	-107.7462	24.01048	0.05290972	0.06839324	0.05269251	0.02910701	3	27.23105	0.1210857	16.1348	14.9682	13.9987	9.25844	11.9033	0.4351669
477000	-607.5576	-493.9303	-113.6273	24.35979	0.03922553	0.1005717	0.0619184	0.07785091	3	25.59131	0.1624901	16.1669	7.28774	5.62023	9.1731	18.2744	0.3810595
477500	-627.5141	-513.2575	-114.2566	26.31423	0.02460651	0.09869099	0.06262732	0.02308209	3	29.4226	0.1613183	16.743	7.03488	7.85769	10.0658	19.2432	0.388222
478000	-619.1539	-503.0579	-116.0961	26.87125	0.02506688	0.04422121	0.06540921	0.03251774	3	29.27414	0.1096304	17.817	10.9952	11.7498	10.9351	22.3781	0.5966338
478500	-625.0744	-506.7033	-118.3711	29.07451	0.02729101	0.04352043	0.146946	0.01886615	2	29.78772	0.1904664	19.2572	9.77155	11.5246	10.6909	20.5398	0.771506
479000	-612.4869	-500.2074	-112.2795	25.92689	0.03817542	0.1244807	0.03935575	0.04020622	3	28.06956	0.1638364	17.9401	15.853	12.8545	10.9949	18.7191	0.2402137
479500	-617.6817	-516.0647	-101.617	25.39042	0.05007251	0.1413656	0.01687023	0.03719886	5	29.74074	0.1582358	16.3893	9.70771	10.8946	8.82631	12.031	0.1066145
480000	-616.9996	-506.3965	-110.6031	24.89918	0.04449668	0.03489003	0.2668378	0.01849561	3	25.5814	0.3017278	17.8219	13.5296	12.603	11.5528	14.6128	0.8843659
480500	-609.4388	-500.9567	-108.4821	28.37063	0.03944867	0.1182166	0.1612774	0.01506058	4	28.51139	0.279494	18.1796	8.87675	11.4512	10.4805	18.8501	0.5770335
481000	-602.1435	-500.7385	-101.405	20.75006	0.05741964	0.08222114	0.1591606	0.02757611	4	22.20284	0.2413817	16.3763	12.0575	11.6316	8.33073	12.6778	0.6593729
481500	-608.3137	-500.4418	-107.8719	25.0655	0.03881623	0.1325415	0.09874136	0.03346766	4	28.5324	0.2312828	16.8582	10.3626	13.1672	8.80001	13.9526	0.426929
482000	-620.1863	-510.298	-109.8882	22.58246	0.04152215	0.07608817	0.06729735	0.04202716	3	22.77246	0.1433855	18.5316	12.358	11.9227	11.5735	16.0307	0.4693455
482500	-617.1949	-501.5779	-115.617	27.21549	0.03269629	0.07398113	0.1028187	0.02256992	2	28.16854	0.1767998	17.7484	12.5766	11.7539	10.1882	12.2116	0.5815543
483000	-609.5195	-502.087	-107.4325	25.98968	0.04879109	0.03736655	0.1276997	0.01745729	4	28.76948	0.1650663	19.6892	14.7505	13.4617	8.32893	15.3893	0.773627
483500	-605.5927	-503.5232	-102.0696	23.94484	0.072624	0.09855454	0.1228313	0.06275618	4	28.46896	0.2213858	18.0999	9.14314	7.82043	7.26942	18.7701	0.554829
484000	-613.0293	-499.5844	-113.4449	25.4073	0.03546928	0.1098279	0.1161957	0.02767405	3	28.70558	0.2260236	16.609	8.1969	5.83392	10.6973	19.556	0.5140868
484500	-610.7401	-503.65	-107.0901	22.07721	0.04285289	0.2014509	0.03669012	0.02680134	4	25.10799	0.238141	16.4324	10.66	11.1147	9.13075	14.579	0.1540689
485000	-607.9274	-499.8984	-108.029	26.77769	0.03244995	0.06373339	0.03832662	0.03799032	4	28.99777	0.10206	16.6137	12.2696	9.92087	10.5314	17.7154	0.3755303
485500	-616.414	-502.7997	-113.6143	28.52418	0.0372417	0.09484847	0.04043888	0.02088358	3	29.08185	0.1352873	19.182	9.6826	9.80336	8.49671	14.9377	0.298911
486000	-620.5359	-505.2129	-115.323	25.45215	0.03608607	0.011788	0.143768	0.00779539	3	27.55637	0.155556	15.9998	9.92787	9.7308	11.0033	17.5119	0.9242202
486500	-615.1587	-513.0436	-102.1151	20.63698	0.0426116	0.08939925	0.006871229	0.07063913	5	21.76773	0.09627048	16.4003	9.3028	8.99229	10.1892	15.0479	0.0713742
487000	-621.0777	-505.3054	-115.7723	28.73627	0.03244531	0.09527172	0.1316327	0.01021894	3	28.83149	0.2269044	19.4175	9.83801	8.88799	11.1648	21.7986	0.5801239
487500	-617.5983	-513.153	-104.4453	20.48353	0.04799391	0.1107701	0.005882936	0.07170605	5	28.51675	0.1166531	18.3406	12.7027	9.60598	9.88952	12.5979	0.05043105
488000	-613.6827	-508.0214	-105.6612	26.94882	0.04220617	0.06306386	0.07817657	0.02915989	5	29.02417	0.1412404	16.1957	11.4368	7.77178	7.61399	15.4901	0.5535
488500	-607.8622	-502.127	-105.7351	22.65798	0.04797008	0.1461184	0.01163637	0.09262718	4	24.99601	0.1577548	17.5377	8.9589	9.11675	7.79123	13.2882	0.07376238
489000	-607.6342	-501.2787	-106.3555	24.41832	0.04573494	0.1493054	0.06485819	0.04575294	4	28.09752	0.2141636	16.4144	10.9823	11.8179	7.86571	15.8977	0.3028441
489500	-619.5186	-510.0718	-109.4468	25.29601	0.0306109	0.03179185	0.1339957	0.02738298	4	25.30649	0.1657876	19.4991	15.5955	15.2023	10.3491	20.3774	0.8082374
490000	-623.7595	-520.9163	-102.8432	18.5696	0.0817625	0.07817381	0.1672582	0.05136727	3	25.99043	0.2454321	16.7364	10.3606	9.45876	8.25997	16.0576	0.6814849
490500	-611.6095	-498.6841	-112.9254	24.70515	0.03587124	0.0821525	0.1861614	0.01516645	3	27.44125	0.2683139	18.1092	9.0965	9.61673	9.1574	13.4772	0.6938195
491000	-616.2855	-505.4087	-110.8768	28.69249	0.03794898	0.08119635	0.01332507	0.05166001	4	29.80427	0.09452141	16.0767	10.1636	9.72291	9.69362	18.4031	0.1409741
491500	-617.2099	-512.3758	-104.8342	24.3059	0.05317113	0.0830562	0.07310796	0.02529577	4	24.77355	0.1561642	15.9919	12.5637	12.2038	8.49083	13.3895	0.4681481
492000	-608.1613	-498.8632	-109.2981	26.13173	0.04359017	0.02714624	0.144813	0.03260329	4	28.6157	0.1719593	17.1792	7.68018	12.0207	7.26329	12.7354	0.8421356
492500	-606.0652	-499.0798	-106.9854	24.77773	0.03789782	0.06557801	0.04294393	0.01871646	4	26.8162	0.1085219	16.0384	10.6844	10.7983	9.05118	17.8217	0.3957166
493000	-614.9792	-500.9498	-114.0295	28.7208	0.03601081	0.0489474	0.1014378	0.01940481	2	29.36593	0.1503852	17.2354	7.41383	8.47356	7.56496	19.15	0.6745199
493500	-609.8524	-500.7772	-109.0751	25.99036	0.03451974	0.08117893	0.102964	0.0298071	3	27.3356	0.1841429	18.764	11.4627	10.7197	9.33016	18.2374	0.5591526
494000	-611.5361	-508.6738	-102.8623	25.30474	0.04454803	0.08234084	0.01771446	0.02031467	5	25.96184	0.1000553	16.8115	14.9458	13.3456	9.27149	14.14	0.1770467
494500	-614.5688	-504.8715	-109.6973	26.6578	0.03291507	0.146805	0.05162192	0.01845248	4	27.00921	0.198427	16.4227	11.2217	10.8059	10.2018	11.7416	0.2601558
495000	-603.394	-505.02	-98.37399	15.29866	0.05847641	0.1287186	0.07335398	0.06326446	4	20.19104	0.2020725	20.1902	9.25358	8.54933	7.8706	11.9991	0.3630081
495500	-602.0276	-494.5114	-107.5161	28.65212	0.04413366	0.0575387	0.1033132	0.0199257	4	29.35082	0.1608519	18.0335	5.99602	6.2893	7.66735	17.3948	0.6422878
