Iteration	Posterior	Likelihood	Prior	age_extant	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	branch_rates_sd	diversification	extinction_rate	fossil_samp_rate	ln_branch_rates_mean	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	turnover
15000	-350.8566	-500.4126	149.556	23.00997	0.0352654	0.0365311	0.0364717	0.036071	0.0360196	0.0360964	0.0354889	0.0355665	0.0358233	0.0362523	0.0349661	0.0360591	0.0358526	0.036014	0.0359868	0.0346832	0.0362498	0.0361017	0.0353106	0.0357939	0.036313	0.0357967	0.0363638	0.0370389	0.0365249	0.0354551	0.0358055	0.0356071	0.0357085	0.0352587	0.0357462	0.0360899	0.0357937	0.037209	0.0360611	0.0349781	0.0361739	0.036697	0.0356285	0.0365574	0.0362345	0.0360806	0.03593681	0.01496764	0.0906086	0.1267534	0.02590795	-3.325993	3	29.14564	0.217362	12.387	17.1082	10.6842	8.73863	11.0817	0.5831442
15500	-428.8855	-504.5627	75.67715	22.43979	0.0397021	0.0411197	0.0429379	0.0403526	0.0356508	0.0376447	0.0378761	0.0401102	0.0370824	0.0378551	0.0404175	0.0415613	0.0383239	0.0374054	0.0407947	0.0424746	0.0345174	0.042907	0.03306	0.0365268	0.0380813	0.0338285	0.035297	0.0395811	0.0365246	0.041344	0.038879	0.0402993	0.0389159	0.0353669	0.039335	0.0429312	0.0358325	0.0403422	0.0445704	0.0408315	0.0360911	0.0385257	0.0416772	0.0386884	0.0387877	0.036641	0.03835935	0.05688805	0.1408796	0.08506791	0.02683112	-3.260757	3	29.22565	0.2259475	18.2412	17.0599	9.22482	10.9677	11.787	0.3764941
16000	-453.1252	-506.0321	52.90693	25.86807	0.0471994	0.048259	0.0554153	0.0596464	0.0426231	0.0478363	0.0550825	0.044116	0.0476261	0.0527512	0.0484964	0.0549228	0.0472969	0.0538815	0.0539879	0.0529484	0.0494334	0.0557246	0.0535019	0.0494109	0.0473229	0.0527548	0.0445751	0.0527945	0.0533378	0.0383287	0.0524969	0.0515205	0.0510308	0.0397467	0.0546268	0.0530488	0.0573657	0.0547391	0.0570657	0.0459255	0.049884	0.0477688	0.0473052	0.0422514	0.058906	0.0559705	0.05071491	0.1182833	0.1173548	0.06466913	0.04762461	-2.981535	3	27.67112	0.1820239	18.1411	19.8665	8.00053	8.03998	9.43304	0.3552782
16500	-486.8367	-494.6572	7.820473	25.87634	0.0371373	0.0342527	0.0158516	0.0217054	0.028392	0.056951	0.0220353	0.0353439	0.0205778	0.0511385	0.023772	0.0668693	0.0484966	0.0208042	0.0358665	0.0236213	0.0442125	0.0207822	0.0570237	0.0294332	0.0276051	0.044243	0.0395555	0.0545806	0.0472351	0.051828	0.024164	0.0290921	0.0228681	0.0170882	0.021385	0.0189036	0.0665293	0.0198978	0.0696048	0.0344439	0.041798	0.0324873	0.0245057	0.0470145	0.0241601	0.0360089	0.03217686	0.3260499	0.08034159	0.1127654	0.03655234	-3.436508	3	29.35539	0.193107	11.726	20.2349	8.21655	11.4773	11.9528	0.583953
17000	-395.65	-500.6765	105.0265	25.80507	0.0405753	0.0425592	0.0387974	0.038242	0.0407552	0.0404243	0.0398689	0.0408431	0.0440854	0.0432703	0.0416336	0.0416939	0.0415321	0.0400461	0.040503	0.0400288	0.0413137	0.0431759	0.0407032	0.0418965	0.0403869	0.0423826	0.0382173	0.0387225	0.0424157	0.0398093	0.0405235	0.0391253	0.0423646	0.0383582	0.0398199	0.0424403	0.0394602	0.0398895	0.0385975	0.0398936	0.0394569	0.0412579	0.0377343	0.039984	0.0386823	0.041606	0.04030779	0.03941136	0.04209002	0.0806502	0.0251028	-3.211211	4	25.82905	0.1227402	22.7231	16.6949	10.9519	5.63129	6.00083	0.6570805
17500	-383.2555	-501.8109	118.5554	24.83568	0.0358704	0.0356455	0.0344093	0.0332243	0.0332887	0.0329497	0.0347639	0.0351808	0.0349087	0.0359182	0.0355937	0.0380128	0.0337959	0.0334368	0.0344607	0.0347526	0.0347901	0.0345358	0.0371654	0.0353943	0.0362611	0.0336195	0.0351458	0.0352126	0.0351155	0.0363989	0.0345236	0.0366316	0.0347578	0.0370531	0.0347105	0.0354634	0.0358307	0.0339552	0.0345964	0.0351174	0.0347619	0.0373476	0.0337918	0.0338187	0.0354687	0.0353264	0.03505637	0.02826306	0.1060505	0.06402693	0.02896998	-3.350798	4	25.21464	0.1700774	16.4559	17.7165	9.34795	6.40787	6.78041	0.3764576
18000	-354.9959	-499.4301	144.4342	27.97867	0.0323509	0.0326424	0.0328825	0.0316177	0.0322316	0.0333302	0.0323679	0.0319714	0.0320685	0.0334987	0.0321733	0.0335507	0.0328911	0.0318046	0.0327669	0.0319306	0.0324142	0.0329776	0.0328466	0.0319838	0.0319516	0.0317184	0.0320356	0.0316768	0.0330907	0.0332876	0.0319972	0.0321589	0.0324736	0.0327054	0.0317282	0.0320569	0.0321996	0.0321975	0.0321084	0.0327697	0.032309	0.0311658	0.0323576	0.0328441	0.0324309	0.0325953	0.03241001	0.01584695	0.1136818	0.03693448	0.0105864	-3.429288	3	29.76331	0.1506163	12.3881	18.4224	8.97419	8.88193	11.7707	0.2452224
18500	-411.6782	-501.1319	89.4537	24.03073	0.0335525	0.0329279	0.0333248	0.0283123	0.0317762	0.0308375	0.0351226	0.0316424	0.0328303	0.0340436	0.0353882	0.0378308	0.0343744	0.0330987	0.0319086	0.0366152	0.033655	0.0326327	0.0354	0.029419	0.0327779	0.030441	0.0324347	0.0299473	0.0320513	0.0336236	0.0309605	0.0317907	0.0351703	0.0326768	0.0332891	0.0323195	0.0345275	0.03301	0.0273331	0.0292376	0.0331705	0.0325836	0.0309957	0.0333292	0.0337139	0.0333191	0.03273917	0.06607731	0.08923039	0.07538399	0.02313345	-3.419183	3	26.66652	0.1646144	19.7633	16.0296	10.4514	8.09549	7.50825	0.4579429
19000	-383.4448	-503.6926	120.2478	26.05349	0.0329572	0.0309888	0.0320223	0.0318945	0.031507	0.0318246	0.0331937	0.0309447	0.0326124	0.0321378	0.0338896	0.0330971	0.0331868	0.031295	0.0321051	0.0335828	0.0311767	0.0322553	0.0323773	0.0331969	0.0314163	0.0325735	0.0302899	0.0321063	0.0304204	0.0311894	0.0337882	0.0322822	0.0333405	0.0326932	0.0317586	0.0319943	0.0305602	0.0307719	0.030825	0.0348294	0.0334056	0.0316119	0.0325917	0.0320669	0.0335126	0.032466	0.03202256	0.03154966	0.04592387	0.06846959	0.01607572	-3.441315	4	29.64788	0.1143935	12.4844	17.3242	7.80154	10.3545	10.0156	0.5985446
19500	-422.1451	-500.381	78.23591	18.89016	0.0553333	0.0601008	0.0668856	0.0541161	0.0590575	0.057542	0.0563866	0.0559163	0.059222	0.0566886	0.0633578	0.0596497	0.0634273	0.0556171	0.0553769	0.0591783	0.0509575	0.0580441	0.0544614	0.0614914	0.0596122	0.0549571	0.0539467	0.057196	0.0565595	0.0560422	0.0545066	0.0584429	0.061889	0.0556858	0.0629164	0.0597054	0.0585715	0.0542384	0.0651521	0.0622363	0.0574241	0.0616254	0.0549142	0.0544893	0.0547057	0.0536081	0.05842224	0.05742872	0.1477314	0.01493589	0.06969754	-2.840059	4	21.53404	0.1626673	13.3844	17.5649	7.97888	10.6991	11.1995	0.09181866
20000	-437.0928	-507.0348	69.94204	22.42063	0.067665	0.0581574	0.0597765	0.070585	0.0598574	0.0615678	0.0710054	0.0722786	0.0543145	0.0604195	0.0561273	0.0578581	0.0634253	0.0642339	0.062958	0.0637721	0.0569696	0.0613152	0.0593817	0.0607803	0.0571392	0.0637932	0.0645124	0.0610113	0.0562988	0.0589417	0.055065	0.0599257	0.0589398	0.0607273	0.0666404	0.0639682	0.0610272	0.0581481	0.0614394	0.0666317	0.0639244	0.0593789	0.0575059	0.0596855	0.0586715	0.0651791	0.06054527	0.07375729	0.1728486	0.03755161	0.05568214	-2.804364	4	24.18527	0.2104002	18.5429	16.8697	7.4325	13.1991	12.7924	0.1784771
20500	-463.3187	-507.6558	44.33709	29.09446	0.0293973	0.0282174	0.0364589	0.0395161	0.0261892	0.0334225	0.0341022	0.0333497	0.025634	0.027587	0.0231875	0.0181984	0.0237015	0.0243003	0.0278752	0.0290073	0.0331359	0.0356083	0.03071	0.0315692	0.0241537	0.0199491	0.0228969	0.0251796	0.0387708	0.0345629	0.0307956	0.0202677	0.0294057	0.0296358	0.0316954	0.0404333	0.0307647	0.0279579	0.0303019	0.0267519	0.0270379	0.0185746	0.0269546	0.0293646	0.0233016	0.0214121	0.02936078	0.193972	0.1256532	0.02237516	0.0336028	-3.528096	3	29.20507	0.1480283	19.8268	19.98	9.63098	11.4498	11.5921	0.1511546
21000	-347.2909	-504.9629	157.672	27.54415	0.0332675	0.0333675	0.0329589	0.0334964	0.0333524	0.0325979	0.03423	0.033825	0.0332941	0.0338659	0.0333829	0.0331115	0.0328299	0.0336927	0.0334906	0.033487	0.0331429	0.0329726	0.032913	0.032631	0.0344149	0.0336141	0.0333657	0.0331264	0.0331901	0.0329404	0.0340491	0.0339761	0.0335487	0.0326122	0.0323299	0.0334604	0.0336844	0.0333874	0.0335173	0.0330325	0.0338992	0.0333531	0.0335207	0.0336481	0.0330771	0.0331414	0.03327559	0.01274483	0.08834585	0.1138479	0.02950301	-3.402931	4	29.69064	0.2021937	22.7729	16.8676	8.80202	8.99014	10.252	0.5630634
21500	-490.3482	-498.3993	8.051123	25.80935	0.0429982	0.0216959	0.0575089	0.0464174	0.0658989	0.0418532	0.0715793	0.0503275	0.039547	0.080046	0.038059	0.0472481	0.0437099	0.0498087	0.0282366	0.026126	0.0315482	0.0285844	0.0697254	0.0240989	0.0471292	0.060591	0.0461875	0.0500945	0.0295352	0.0711908	0.0375685	0.0552055	0.0537406	0.05456	0.0240267	0.0377367	0.07668	0.030914	0.0773836	0.0340311	0.0524767	0.0476692	0.03667	0.0346165	0.0607126	0.0372455	0.04038845	0.3068999	0.1286916	0.0178959	0.02379211	-3.209211	4	27.42431	0.1465875	20.2034	17.2488	7.52818	10.8432	5.75661	0.1220834
22000	-486.7418	-508.5392	21.79739	26.78964	0.0325924	0.0302408	0.0357438	0.0529931	0.0648686	0.02782	0.0382618	0.0456581	0.037996	0.0324331	0.0306108	0.0286048	0.0506095	0.0323401	0.0243719	0.0192288	0.0201584	0.0407369	0.0322665	0.0289073	0.0396363	0.0423627	0.03217	0.0344728	0.0302679	0.0404417	0.0256128	0.0366147	0.0721493	0.0324279	0.0234123	0.0470944	0.022522	0.0359925	0.0232746	0.0226496	0.0279111	0.0486933	0.0282356	0.0295696	0.0416296	0.0388426	0.03202471	0.3873108	0.1204622	0.1076143	0.02399166	-3.441248	4	29.67603	0.2280764	13.0133	18.3105	9.47541	11.1274	8.16239	0.4718343
22500	-403.2706	-498.7524	95.48175	21.2807	0.0445502	0.0511243	0.0505837	0.0487312	0.0486527	0.048034	0.0499453	0.0453981	0.0545096	0.0501855	0.0478957	0.0508525	0.0503917	0.048782	0.0473005	0.0505676	0.0478873	0.0458677	0.0461085	0.049397	0.046715	0.0465169	0.0496309	0.0470851	0.0463681	0.050389	0.0507731	0.0461247	0.0461991	0.0504587	0.0471405	0.0513194	0.0452365	0.0489562	0.0481002	0.048961	0.0468487	0.0478495	0.0488855	0.0482419	0.0519884	0.0501097	0.04847385	0.04538429	0.04941754	0.1072341	0.02839158	-3.026731	4	22.46523	0.1566516	16.3258	16.3136	8.62241	10.1874	5.35417	0.6845386
23000	-394.2843	-501.7598	107.4756	29.25347	0.0381074	0.0412092	0.0386636	0.0414259	0.0392281	0.0405714	0.039076	0.0383283	0.0389321	0.0403958	0.0375177	0.0401337	0.041819	0.0420124	0.0396526	0.0405846	0.0403489	0.0405	0.0396787	0.0402812	0.0409041	0.0403602	0.0374938	0.041185	0.036902	0.0418159	0.0380606	0.0385103	0.0408249	0.0386492	0.0406917	0.0404262	0.0392159	0.0404547	0.040129	0.0400589	0.0419672	0.0386381	0.0420133	0.0369773	0.0414054	0.0401481	0.03979925	0.0412122	0.1197283	0.1041946	0.02100293	-3.223907	4	29.86032	0.2239229	14.7117	19.4935	10.4014	13.4977	15.6818	0.4653147
23500	-438.4019	-501.5591	63.15725	27.84326	0.0326128	0.0357335	0.0442027	0.0360993	0.0371803	0.0333237	0.0402739	0.033394	0.0364106	0.0292247	0.0344036	0.0316371	0.0397713	0.0353092	0.0308512	0.0318549	0.0361999	0.0318176	0.0308238	0.0334299	0.0337043	0.0334794	0.0291024	0.0346021	0.0288109	0.0331105	0.0333328	0.0357778	0.0361686	0.0301545	0.0306633	0.0275676	0.035867	0.033453	0.0313558	0.0396051	0.0346753	0.0388628	0.03464	0.0244908	0.0331154	0.0335919	0.0330392	0.1050844	0.07641591	0.07481023	0.02792525	-3.410061	2	29.84525	0.1512261	16.1769	17.2189	11.0857	8.25808	8.42971	0.4946911
24000	-431.7381	-505.6986	73.96054	25.03609	0.0348602	0.0375056	0.0352644	0.0364251	0.0371741	0.0367185	0.035175	0.036282	0.0378511	0.0379178	0.0407146	0.0325292	0.0370361	0.0326916	0.0371382	0.0370751	0.0375016	0.0304683	0.0305712	0.0360626	0.0378725	0.038137	0.0298917	0.0353275	0.033602	0.0348455	0.0343647	0.0384909	0.032981	0.0379947	0.0320807	0.0381667	0.034608	0.0412408	0.0389298	0.0354196	0.0434614	0.0394094	0.0321223	0.0378752	0.03479	0.0392374	0.03729005	0.08450091	0.05502816	0.08281898	0.07080988	-3.289029	4	29.29113	0.1378471	15.9074	16.0888	9.74209	8.99318	12.1806	0.600803
24500	-437.1391	-508.5239	71.3848	22.70105	0.0420786	0.0465909	0.0451507	0.0423833	0.0433883	0.0484628	0.0514738	0.0524388	0.0425339	0.0456735	0.0446388	0.0510914	0.0503373	0.0397558	0.0462804	0.0479485	0.0482278	0.0496533	0.0442924	0.0405032	0.0401771	0.0474526	0.0507773	0.0439353	0.0469952	0.0396687	0.0478988	0.0454861	0.0476517	0.0420539	0.04631	0.0517543	0.0412882	0.0393481	0.0442477	0.0354096	0.0484966	0.0440501	0.050995	0.0471585	0.0392133	0.0446144	0.04642612	0.1053451	0.1391425	0.008532844	0.05498571	-3.069893	5	23.24733	0.1476754	15.8301	16.8756	8.0602	6.0794	8.59909	0.0577811
25000	-386.3749	-505.128	118.7531	23.87923	0.0477295	0.0468113	0.0491574	0.0469212	0.0473308	0.0479019	0.0485743	0.0491793	0.0487281	0.0477359	0.0477245	0.0463859	0.0475157	0.0461203	0.0486994	0.0472319	0.0489469	0.0464781	0.0500903	0.0498277	0.048405	0.0466995	0.0460484	0.0486599	0.0495071	0.0483845	0.0464634	0.0499004	0.0488509	0.0467323	0.0501425	0.0476713	0.049812	0.0457224	0.0474465	0.0513837	0.0477164	0.0467343	0.046299	0.0469389	0.0482951	0.0468361	0.04795813	0.02819649	0.06699056	0.05964724	0.04032545	-3.037427	5	24.70097	0.1266378	13.588	16.5186	7.69474	5.44851	6.13654	0.4710066
25500	-420.2856	-510.5991	90.3135	23.91301	0.0447098	0.0502026	0.0441034	0.0454636	0.0441627	0.0504453	0.0478669	0.0520313	0.0440201	0.0472797	0.0483252	0.0447943	0.0426503	0.0460504	0.0496199	0.0467908	0.0509673	0.04694	0.0450148	0.0468942	0.0485792	0.0499526	0.0499527	0.0473425	0.0456649	0.043977	0.0426869	0.051138	0.0456379	0.0461742	0.0474207	0.0444047	0.0455991	0.0457842	0.0477691	0.0473113	0.0459193	0.0519428	0.0489471	0.0455456	0.0442455	0.0457515	0.04614898	0.04918909	0.1086471	0.05504821	0.04098621	-3.07588	5	25.18544	0.1636953	17.7789	18.4184	9.12658	8.52088	8.84675	0.3362846
26000	-379.0521	-507.0378	127.9856	24.1481	0.0456364	0.0453826	0.0454795	0.0455276	0.0459161	0.0468593	0.0461737	0.0446484	0.0480208	0.0478876	0.0465783	0.0469615	0.0465052	0.0445353	0.0451633	0.0440387	0.0460208	0.0453406	0.0459633	0.0454213	0.0465202	0.0469436	0.0449383	0.0459613	0.0473027	0.0472967	0.0463489	0.0467772	0.0463306	0.0457138	0.0473505	0.0454238	0.0478611	0.0459411	0.043881	0.0471077	0.0471094	0.0453636	0.0454404	0.0459264	0.0442683	0.0475439	0.04603124	0.02201316	0.04294726	0.07198362	0.03118113	-3.078435	5	24.81215	0.1149309	12.8994	17.1376	8.588	7.22469	7.28129	0.626321
26500	-462.447	-509.1563	46.70935	25.93704	0.0508793	0.0526613	0.0653253	0.0401588	0.0485747	0.0473748	0.0441217	0.0556754	0.0549189	0.0406192	0.0513098	0.0470646	0.0504135	0.0462727	0.0377317	0.0555812	0.043306	0.0570115	0.049092	0.0473022	0.0476726	0.0658366	0.0406883	0.0628284	0.056489	0.0595951	0.0528428	0.0538356	0.0617819	0.0481464	0.0503094	0.0463607	0.05828	0.0451397	0.0467932	0.0600354	0.0460696	0.0462112	0.0475079	0.0493769	0.0576571	0.042408	0.05083304	0.1264845	0.1931736	0.03476539	0.07613161	-2.979209	5	28.45382	0.227939	12.4075	20.3971	7.82225	5.3935	6.34987	0.1525206
27000	-434.0154	-507.1546	73.13916	24.14217	0.0377376	0.0502703	0.0460944	0.0493819	0.0412342	0.0495653	0.0433227	0.0430035	0.0448715	0.0465784	0.0449455	0.0474589	0.0442799	0.0486448	0.0512439	0.0456134	0.0503668	0.0407421	0.0453192	0.0428261	0.0443943	0.0387762	0.0426412	0.0472217	0.0414802	0.0444095	0.0426028	0.0500449	0.0407993	0.0387887	0.0448538	0.0457374	0.050869	0.0433536	0.0413907	0.04163	0.0420876	0.0431592	0.0402796	0.0443528	0.0387989	0.0541842	0.04423289	0.08877798	0.1346146	0.02053873	0.03362577	-3.118287	5	24.26746	0.1551533	22.6997	15.9893	9.97116	9.57928	11.3855	0.132377
27500	-432.7565	-507.3117	74.5552	27.46354	0.0316089	0.0353821	0.0345606	0.0383156	0.0314389	0.032491	0.0317748	0.0317838	0.0369695	0.037265	0.0310203	0.0349134	0.0333835	0.0310629	0.0312218	0.0289198	0.0300822	0.0291949	0.0285486	0.0314341	0.0342548	0.033519	0.0410916	0.0386355	0.0358868	0.0347909	0.0291647	0.0328405	0.0351851	0.0300443	0.0375435	0.0359638	0.0387264	0.0373636	0.0316001	0.0342425	0.0342965	0.0306685	0.0360587	0.0348537	0.037108	0.0322052	0.03389434	0.08232458	0.06988707	0.1166822	0.0330338	-3.384507	4	29.45309	0.1865693	12.4684	19.8549	9.99545	8.59105	8.74386	0.6254095
28000	-446.0872	-511.4433	65.35603	22.28724	0.0432358	0.0550973	0.0391223	0.044085	0.0429768	0.0506456	0.0436717	0.0532397	0.0490434	0.0452441	0.0475924	0.0414622	0.0440169	0.0424319	0.0424733	0.037708	0.0379695	0.0431317	0.0480888	0.0426114	0.0422924	0.0485465	0.039851	0.037806	0.0453341	0.0419299	0.040558	0.0432582	0.0480609	0.0422901	0.0403065	0.0513764	0.0461437	0.0408869	0.038502	0.0393334	0.0426567	0.0476081	0.0451226	0.0376	0.0436836	0.0360489	0.04348308	0.09503665	0.02848324	0.1232065	0.08408961	-3.135383	5	25.87776	0.1516897	13.0862	16.713	8.69752	5.40399	8.70917	0.812227
28500	-398.9213	-508.1378	109.2165	23.96982	0.0444047	0.0455107	0.0462112	0.0479315	0.0461085	0.0454439	0.0499397	0.0456584	0.0461031	0.0459081	0.0440955	0.0456446	0.0454153	0.046707	0.0453539	0.0484096	0.0483752	0.0460181	0.0486235	0.0453769	0.0460054	0.0467273	0.0467548	0.0460244	0.0475303	0.0465534	0.0450118	0.0445437	0.0433813	0.0472271	0.0478324	0.0491862	0.0461753	0.0478032	0.0480075	0.0456104	0.0463637	0.045009	0.0444203	0.0487772	0.04658	0.0498916	0.04699919	0.0384217	0.08874932	0.05237877	0.02956194	-3.057625	5	28.68407	0.1411281	16.3646	17.4749	7.58478	5.66459	8.79362	0.3711435
29000	-413.551	-506.9404	93.38937	26.73692	0.0358853	0.0367095	0.0362512	0.036126	0.0339212	0.0347387	0.0374939	0.0349602	0.038426	0.0365052	0.0381994	0.0374199	0.0330768	0.036334	0.0365298	0.0331826	0.0345584	0.0330979	0.0354199	0.0326307	0.0375419	0.0336591	0.0334098	0.033923	0.0332328	0.0365137	0.0354822	0.0345134	0.0315298	0.0337178	0.0312399	0.0322787	0.0365185	0.0359984	0.0340706	0.041124	0.0326486	0.0367662	0.0346553	0.0378235	0.0325289	0.0301656	0.03490605	0.06638937	0.0893958	0.0268378	0.04565132	-3.355095	5	27.29211	0.1162336	18.5397	20.0714	7.72288	9.07335	9.07675	0.2308954
29500	-445.354	-508.1641	62.81017	25.37525	0.0439278	0.0402112	0.0334359	0.0394548	0.0514014	0.0387123	0.0445141	0.0380307	0.0414522	0.0459794	0.0452879	0.0437576	0.0448051	0.0427063	0.0419695	0.0425585	0.0411818	0.0426606	0.0404175	0.0480859	0.0503556	0.0407822	0.0485092	0.042105	0.0467032	0.0416923	0.0418018	0.047181	0.0440319	0.0511431	0.0488703	0.0429675	0.0447255	0.046186	0.0419184	0.0475773	0.0457609	0.0397802	0.0352031	0.0465258	0.0427014	0.0498957	0.04473116	0.08075433	0.07500487	0.05610587	0.01506867	-3.107085	4	25.68206	0.1311107	13.2241	16.2673	10.0527	5.39306	5.75203	0.4279273
30000	-355.7062	-509.5332	153.827	23.91849	0.0316572	0.0326577	0.0320578	0.0321949	0.0317728	0.0316852	0.0321398	0.0322674	0.0321579	0.0317433	0.0317295	0.0325515	0.0324004	0.0319362	0.0323827	0.0322535	0.0325771	0.0320206	0.0321697	0.0327922	0.0332141	0.0323818	0.0326229	0.0322333	0.0322058	0.0316269	0.0327663	0.0317548	0.0319364	0.0328871	0.0314689	0.0312943	0.0313058	0.0321602	0.0322498	0.0330672	0.0319996	0.0319779	0.0309076	0.0322821	0.0326412	0.0320242	0.03212956	0.01865988	0.08270705	0.05007536	0.01769848	-3.437979	4	25.46499	0.1327824	17.1207	17.2897	9.29213	6.76398	6.89169	0.3771234
30500	-485.4776	-508.5989	23.12134	22.60753	0.047752	0.0503226	0.0522307	0.0514891	0.0368441	0.0767987	0.0338017	0.0389992	0.0556447	0.0533679	0.0514127	0.0416333	0.0357384	0.0598942	0.0494261	0.0258424	0.0619978	0.0426653	0.0364863	0.0300674	0.0453992	0.0550503	0.0317247	0.0452395	0.0312496	0.035971	0.079825	0.0251183	0.0544737	0.028382	0.0274088	0.0584473	0.0373135	0.054281	0.0383111	0.0439312	0.0455823	0.055452	0.0580262	0.0339364	0.0534538	0.0390741	0.04237195	0.3257614	0.1418435	0.01344904	0.03768826	-3.161269	5	23.96093	0.1552925	13.726	18.6068	10.8084	6.06447	7.79028	0.08660457
31000	-430.1044	-506.8771	76.77269	28.32734	0.0281705	0.0281944	0.0297425	0.0290544	0.0307256	0.0250444	0.025138	0.0236114	0.0311906	0.0301772	0.0266184	0.0238982	0.0252573	0.0295611	0.0301962	0.025838	0.0276605	0.0313971	0.028936	0.0273046	0.0264399	0.0229316	0.0247872	0.0271579	0.0318255	0.0292629	0.0258434	0.0276445	0.0256916	0.0283247	0.0284253	0.0322122	0.0303483	0.0289921	0.0320765	0.0264261	0.0283314	0.031437	0.0325651	0.0259645	0.0341848	0.0324685	0.02852963	0.1105405	0.03670746	0.05977988	0.01114775	-3.556812	4	28.69658	0.09648734	20.757	17.4868	11.3225	15.9413	12.6715	0.6195619
31500	-388.8878	-506.4912	117.6034	24.89617	0.036728	0.0347427	0.0369669	0.0370871	0.0361284	0.0380486	0.0379126	0.0352018	0.0361894	0.0360489	0.0348476	0.037578	0.0359806	0.0364897	0.0355057	0.0382125	0.0367634	0.0361477	0.0366037	0.0352696	0.0361525	0.0362646	0.0364768	0.038617	0.0373203	0.0372237	0.0358604	0.0370178	0.0376885	0.0355463	0.0375463	0.0360503	0.0375733	0.0365705	0.034805	0.0346343	0.0370334	0.0369229	0.0360533	0.0360056	0.0358381	0.0374235	0.03626045	0.0256053	0.02377036	0.1338891	0.0238917	-3.317028	2	29.60366	0.1576595	14.3339	17.2707	9.55046	11.0382	10.063	0.8492297
32000	-394.0462	-504.6804	110.6343	23.65222	0.0396049	0.038422	0.0361428	0.0347353	0.036846	0.0375965	0.0364834	0.0353641	0.039977	0.0370534	0.0361634	0.0363204	0.0379727	0.0383088	0.0348171	0.0383883	0.0370953	0.0387145	0.0372805	0.0362757	0.035316	0.0365535	0.0391978	0.0371657	0.0372195	0.0399505	0.0364593	0.0391162	0.0378585	0.0377293	0.0395532	0.0372346	0.0379517	0.0385151	0.0376653	0.0368287	0.0368536	0.0359332	0.0371629	0.0375175	0.0372588	0.0360599	0.03727938	0.03714332	0.09258465	0.02742064	0.04297826	-3.289315	3	29.13765	0.1200053	12.7344	16.6467	11.2654	12.7612	12.6076	0.2284953
32500	-465.5305	-500.7783	35.24787	25.2567	0.0342892	0.0566423	0.053553	0.0513713	0.0483947	0.0501677	0.0405166	0.0510068	0.0522786	0.0618846	0.0498724	0.0453716	0.0686184	0.0475544	0.036796	0.0420036	0.0505401	0.041789	0.0471587	0.0443611	0.0464582	0.0364393	0.0662443	0.0415427	0.0472188	0.0503775	0.0361131	0.039826	0.054941	0.0488663	0.0423152	0.0406947	0.0339335	0.0458539	0.0469709	0.0453648	0.0522939	0.0449871	0.03688	0.0595014	0.0458504	0.0478453	0.04578243	0.1803164	0.09196045	0.1488534	0.03836066	-3.083855	4	25.89231	0.2408139	13.9962	17.5496	9.89815	8.43784	7.82697	0.6181265
33000	-456.2249	-500.3089	44.08406	27.46972	0.0225602	0.0235592	0.0352343	0.020174	0.0263995	0.0231392	0.0330146	0.0245892	0.0420034	0.0269133	0.0285129	0.0287802	0.0310613	0.0264975	0.0269313	0.0317611	0.0200763	0.0266222	0.0271508	0.0285136	0.0300114	0.0213778	0.0370376	0.0246111	0.0284244	0.0318776	0.027863	0.0289084	0.0230794	0.0201243	0.0280484	0.0261833	0.0247822	0.0222791	0.0246133	0.0419238	0.0383436	0.0260801	0.0320588	0.0264226	0.0363683	0.0290624	0.02840672	0.2061612	0.1080123	0.1097247	0.01706118	-3.56113	2	29.77383	0.217737	19.6109	17.625	11.1363	10.9185	11.1037	0.5039322
33500	-469.0065	-501.3011	32.29451	27.40542	0.0218025	0.0268508	0.0362656	0.0263046	0.0299701	0.0180729	0.0278196	0.0292943	0.033763	0.0146023	0.022712	0.0234922	0.0161123	0.0179028	0.020019	0.0221041	0.0281067	0.0193181	0.0193888	0.0253988	0.0270673	0.0246998	0.0406311	0.0264668	0.0229183	0.0170745	0.0219031	0.0396185	0.0312115	0.0128539	0.0219216	0.0336018	0.0273576	0.0168328	0.0375688	0.0323659	0.0261451	0.0276682	0.0188171	0.01672	0.0271464	0.0442013	0.02634137	0.2409586	0.06019633	0.06024195	0.04289421	-3.636615	4	28.90266	0.1204383	21.4925	17.9042	8.87926	5.87138	7.00014	0.5001894
